idx,smiles
23019,ON=C1CC2CCC1O2
23020,ON=C1CC2COC1C2
23021,ON=C1CC2COC1O2
23022,ON=C1CC2OCC1O2
23023,ON=C1C2CC1C2C#C
23024,ON=C1C2CC1C2C#N
23025,ON=C1C2NC1C2C#C
23026,ON=C1C2NC1C2C#N
23027,ON=C1C2OC1C2C#C
23028,ON=C1C2OC1C2C#N
23029,ON=C1C2CC1C2C=O
23030,ON=C1C2NC1C2C=O
23031,ON=C1C2OC1C2C=O
23032,ON=C1C2CC1N2C=O
23033,CCC1C2CC1C2=NO
23034,CCC1C2NC1C2=NO
23035,CCC1C2OC1C2=NO
23036,CCN1C2CC1C2=NO
23037,COC1C2CC1C2=NO
23038,COC1C2NC1C2=NO
23039,COC1C2OC1C2=NO
23040,OCC1C2CC1C2=NO
23041,OCC1C2NC1C2=NO
23042,OCC1C2OC1C2=NO
23043,ON=C1CC(C1)C1CC1
23044,ON=C1CC(C1)C1CO1
23045,ON=C1CC(C1)N1CC1
23046,ON=C1CN(C1)C1CC1
23047,CC(=NO)C1CC2CC12
23048,CC(=NO)C1CC2NC12
23049,CC(=NO)C1CC2OC12
23050,CC(=NO)C1OC2CC12
23051,CC12CC3C(C13)C2=NO
23052,CC12CC3C(N13)C2=NO
23053,CC12CN3C(C13)C2=NO
23054,CC12OC3C(C13)C2=NO
23055,ON=C1C2C3CC1(O)C23
23056,ON=C1C2C3N2CC13O
23057,CC(=NO)C(=O)N1CC1
23058,NC(=O)C(=NO)C1CC1
23059,CC(C)C(=NO)C1CC1
23060,CC(C)C(=NO)C1CN1
23061,CC(C)C(=NO)C1CO1
23062,CC(O)C(=NO)C1CC1
23063,CC(=NO)C(O)C1CC1
23064,CC(=NO)C(O)C1CO1
23065,CC(C1CC1)C(C)=NO
23066,CC(C1CO1)C(C)=NO
23067,CC(N1CC1)C(C)=NO
23068,CC1C2C3C1C2C3=NO
23069,CC1C2C3N1C2C3=NO
23070,CN1C2C3C1C2C3=NO
23071,ON=C1C2C3C(O)C2C13
23072,CC(=NO)C1C2CC1C2
23073,CC(=NO)C1C2CC1O2
23074,CC(=NO)C1C2CN1C2
23075,CC(=NO)C1C2CCC12
23076,CC(=NO)C1C2CCN12
23077,CC(=NO)C1C2COC12
23078,ON=C1C2CC1C=CC2
23079,ON=C1C2CC1N=CO2
23080,ON=C1C2CC=CC1N2
23081,ON=C1C2CC=CC1O2
23082,ON=C1C2CC1CCC2
23083,ON=C1C2CC1COC2
23084,ON=C1C2CC1OCC2
23085,ON=C1C2CC1OCO2
23086,ON=C1C2CCCC1N2
23087,ON=C1C2CCCC1O2
23088,ON=C1C2COCC1N2
23089,ON=C1C2COCC1O2
23090,ON=C1C2C=CC1C=C2
23091,ON=C1C2CCC1C=C2
23092,ON=C1C2COC1C=C2
23093,ON=C1C2CCC1CC2
23094,ON=C1C2CCC1OC2
23095,ON=C1C2CNC1CN2
23096,ON=C1C2COC1CN2
23097,ON=C1C2COC1CO2
23098,ON=C1C2COC1OC2
23099,ON=C1C=CC2CCC12
23100,ON=C1C=CC2COC12
23101,ON=C1C=CC2OCC12
23102,ON=C1C=CN2CCC12
23103,ON=C1CC=C2CCC12
23104,ON=C1CC=C2CNC12
23105,ON=C1CC=C2COC12
23106,ON=C1CN=C2NCC12
23107,ON=C1CN=C2OCC12
23108,ON=C1CCC2CCC12
23109,ON=C1CCC2COC12
23110,ON=C1CCC2OCC12
23111,ON=C1CNC2CNC12
23112,ON=C1CNC2COC12
23113,ON=C1COC2CCC12
23114,ON=C1COC2CNC12
23115,ON=C1COC2COC12
23116,ON=C1CC2C(C#C)C12
23117,ON=C1CC2C(C#N)C12
23118,ON=C1CN2C(C#C)C12
23119,ON=C1CN2C(C#N)C12
23120,ON=C1CC2C(C=O)C12
23121,ON=C1CN2C(C=O)C12
23122,ON=C1CC2C1N2C=O
23123,CCC1C2CC(=NO)C12
23124,CCC1C2N1CC2=NO
23125,COC1C2CC(=NO)C12
23126,OCC1C2CC(=NO)C12
23127,OCC1C2N1CC2=NO
23128,ON=C1CC2C=CCC12
23129,ON=C1CC2N=COC12
23130,ON=C1CN2C=NCC12
23131,ON=C1CC2CC=CC12
23132,ON=C1CC2OC=NC12
23133,ON=C1CN2CC=CC12
23134,ON=C1CC2CCCC12
23135,ON=C1CC2CCOC12
23136,ON=C1CC2COCC12
23137,ON=C1CC2OCCC12
23138,ON=C1CC2OCOC12
23139,ON=C1CN2CCCC12
23140,CC1C2C=CC(=NO)C12
23141,CC1C2N1C=CC2=NO
23142,CN1C2C=CC(=NO)C12
23143,ON=C1C=CC2C(O)C12
23144,CC1C2CCC(=NO)C12
23145,CC1C2OCC(=NO)C12
23146,ON=C1CCC2C(O)C12
23147,ON=C1COC2C(O)C12
23148,ON=C1C=CCC2CC12
23149,ON=C1C=CCC2NC12
23150,ON=C1C=CCC2OC12
23151,ON=C1C=CCN2CC12
23152,ON=C1C=CNC2CC12
23153,ON=C1CC=CC2CC12
23154,ON=C1CC=CC2NC12
23155,ON=C1CC=CC2OC12
23156,ON=C1CN=CN2CC12
23157,ON=C1CCCC2CC12
23158,ON=C1CCCC2NC12
23159,ON=C1CCCC2OC12
23160,ON=C1CCOC2CC12
23161,ON=C1CNCC2NC12
23162,ON=C1COCC2CC12
23163,ON=C1COCC2NC12
23164,ON=C1COCC2OC12
23165,CC1CC2CC(=NO)C12
23166,CC1CN2CC(=NO)C12
23167,CC1OC2CC(=NO)C12
23168,CN1CC2CC(=NO)C12
23169,ON=C1CC2CC(O)C12
23170,ON=C1CN2CC(O)C12
23171,ON=C1C2CC3CC1C23
23172,ON=C1C2CC3CC1N23
23173,ON=C1C2CC3OC1C23
23174,ON=C1C2CN3CC1C23
23175,ON=C1CC2C3CC1C23
23176,ON=C1CC2C3CC1N23
23177,ON=C1CC2C3OC1C23
23178,ON=C1CN2C3CC1C23
23179,ON=C1C2C3C1N=CN23
23180,ON=C1C2C3C=CC1C23
23181,ON=C1C2C3C=CC1N23
23182,ON=C1C2C3C1CCN23
23183,ON=C1C2C3CCC1C23
23184,ON=C1C2C3CCC1N23
23185,ON=C1C2C3COC1C23
23186,ON=C1C2C3OCC1C23
23187,ON=C1C2CC3C2CC13
23188,ON=C1C2CC3C2OC13
23189,ON=C1C2CN3C2CC13
23190,ON=C1C2NC3C2NC13
23191,ON=C1C2NC3C2OC13
23192,ON=C1C2OC3C2OC13
23193,ON=C1CC2C3CC2C13
23194,ON=C1CC2C3CN2C13
23195,ON=C1CC2C3OC2C13
23196,ON=C1CN2C3CC2C13
23197,ON=C1C=C2CC3C1N23
23198,ON=C1C=C2CC3C2C13
23199,ON=C1C=C2CN3C2C13
23200,ON=C1C=C2NC3C2C13
23201,ON=C1CC2CC3C1N23
23202,ON=C1CC2CC3C2C13
23203,ON=C1CC2CN3C2C13
23204,ON=C1CC2OC3C2C13
23205,ON=C1CN2CC3C2C13
23206,ON=C1C2C3N4C3C1C24
23207,ON=C1C2C3C4C2C1N34
23208,ON=C1C2C3C4C3C1C24
23209,ON=C1C2C3C4C3N2C14
23210,CC1C2C(C)C1C2=NO
23211,CC1C2C(O)C1C2=NO
23212,CC1C2N(C)C1C2=NO
23213,CN1C2C(O)C1C2=NO
23214,ON=C1C2C(O)C1C2O
23215,CC1C2C=CC1C2=NO
23216,CN1C2C=CC1C2=NO
23217,ON=C1C2C=CC1C2O
23218,CC1C2CCC1C2=NO
23219,CC1C2COC1C2=NO
23220,CN1C2CCC1C2=NO
23221,ON=C1C2CCC1C2O
23222,ON=C1C2COC1C2O
23223,ON=C1C2CC2C1C#C
23224,ON=C1C2CC2C1C#N
23225,ON=C1C2CN2C1C#C
23226,ON=C1C2CN2C1C#N
23227,ON=C1C2NC2C1C#C
23228,ON=C1C2NC2C1C#N
23229,ON=C1C2OC2C1C#C
23230,ON=C1C2OC2C1C#N
23231,ON=C1C2CC2C1C=O
23232,ON=C1C2NC2C1C=O
23233,ON=C1C2OC2C1C=O
23234,ON=C1C2CN2C1C=O
23235,CCC1C2CC2C1=NO
23236,CCC1C2NC2C1=NO
23237,CCC1C2OC2C1=NO
23238,CCC1N2CC2C1=NO
23239,CNC1C2NC2C1=NO
23240,COC1C2CC2C1=NO
23241,COC1C2NC2C1=NO
23242,COC1C2OC2C1=NO
23243,OCC1C2CC2C1=NO
23244,OCC1C2NC2C1=NO
23245,OCC1C2OC2C1=NO
23246,OCC1N2CC2C1=NO
23247,ON=C1C2CC2C11CC1
23248,ON=C1C2CC2C11CN1
23249,ON=C1C2CC2C11CO1
23250,ON=C1C2CN2C11CC1
23251,ON=C1C2NC2C11CC1
23252,ON=C1C2NC2C11CN1
23253,ON=C1C2NC2C11CO1
23254,ON=C1C2OC2C11CC1
23255,ON=C1C2OC2C11CN1
23256,ON=C1C2OC2C11CO1
23257,ON=C1C2CC1C1CC21
23258,ON=C1C2CC1C1NC21
23259,ON=C1C2CC1C1OC21
23260,ON=C1C2CC1N1CC21
23261,ON=C1C2NC1C1CC21
23262,ON=C1C2NC1C1NC21
23263,ON=C1C2NC1C1OC21
23264,ON=C1C2OC1C1CC21
23265,ON=C1C2OC1C1NC21
23266,ON=C1C2OC1C1OC21
23267,CC1C2C3C(N13)C2=NO
23268,CC1C2C3C2C(=NO)C13
23269,CC1C2C3N2C1C3=NO
23270,CN1C2C3C2C(=NO)C13
23271,ON=C1C2C3C2C1C3O
23272,ON=C1C2C3C(O)C1N23
23273,ON=C1C2CC3CC2C13
23274,ON=C1C2CC3CN2C13
23275,ON=C1C2CC3OC2C13
23276,ON=C1C2CN3CC2C13
23277,ON=C1C2OC3CC2C13
23278,ON=C1C2C3CC1CC23
23279,ON=C1C2C3CC1CN23
23280,ON=C1C2C3CC1OC23
23281,ON=C1C2C3OC1OC23
23282,ON=C1C2CC2C2CC12
23283,ON=C1C2CC2C2NC12
23284,ON=C1C2CC2C2OC12
23285,ON=C1C2CC2N2CC12
23286,ON=C1C2NC2C2NC12
23287,ON=C1C2NC2C2OC12
23288,ON=C1C2OC2C2OC12
23289,ON=C1CC2C3CC3C12
23290,ON=C1CC2C3CN3C12
23291,ON=C1CC2C3NC3C12
23292,ON=C1CC2C3OC3C12
23293,ON=C1CN2C3CC3C12
23294,ON=C1CCC1C1CC1
23295,ON=C1CCC1C1CO1
23296,ON=C1CCC1N1CC1
23297,ON=C1CNC1C1CC1
23298,ON=C1CNC1C1CN1
23299,ON=C1CNC1C1CO1
23300,ON=C1COC1C1CC1
23301,ON=C1COC1C1CN1
23302,ON=C1COC1C1CO1
23303,ON=C(C1CC1)C1CC1
23304,ON=C(C1CC1)C1CN1
23305,ON=C(C1CN1)C1CN1
23306,ON=C1C2C3C2C2C3C12
23307,ON=C1C2C3C2N2C3C12
23308,CC(CC(F)(F)F)=NO
23309,FC1=CC(=N)C=CO1
23310,FC1=CC(=N)N=CN1
23311,FC1=CC(=N)N=CO1
23312,FC1=CC(=O)C=CN1
23313,FC1=CC(=O)C=CO1
23314,FC1=CC(=O)N=CO1
23315,FC1=NC(=N)C=CN1
23316,FC1=NC(=N)C=CO1
23317,FC1=NC(=N)N=CN1
23318,FC1=NC(=N)N=CO1
23319,FC1=NC(=O)C=CO1
23320,FC1=NC(=O)N=CO1
23321,FC1=CC(=N)NC=N1
23322,FC1=CC(=N)OC=C1
23323,FC1=CC(=N)OC=N1
23324,FC1=CC(=O)NC=C1
23325,FC1=CC(=O)NC=N1
23326,FC1=CC(=O)OC=C1
23327,FC1=CC(=O)OC=N1
23328,FC1=NC(=N)NC=C1
23329,FC1=NC(=N)NC=N1
23330,FC1=NC(=N)OC=C1
23331,FC1=NC(=N)OC=N1
23332,FC1=NC(=O)NC=C1
23333,FC1=NC(=O)NC=N1
23334,FC1=NC(=O)OC=C1
23335,FC1=NC(=O)OC=N1
23336,CC1=CC=CC(F)=C1
23337,CC1=CC=CC(F)=N1
23338,CC1=CC=NC(F)=C1
23339,CC1=CC=NC(F)=N1
23340,CC1=CN=CC(F)=C1
23341,CC1=CN=CC(F)=N1
23342,CC1=NC=CC(F)=C1
23343,CC1=NC=CC(F)=N1
23344,CC1=NC=NC(F)=C1
23345,CC1=NC=NC(F)=N1
23346,NC1=CC(F)=NC=C1
23347,NC1=CC=CC(F)=C1
23348,NC1=CC=CC(F)=N1
23349,NC1=CN=CC(F)=C1
23350,NC1=CN=CC(F)=N1
23351,NC1=NC(F)=NC=C1
23352,NC1=NC=CC(F)=C1
23353,NC1=NC=CC(F)=N1
23354,NC1=NC=NC(F)=C1
23355,NC1=NC=NC(F)=N1
23356,OC1=CC=CC(F)=C1
23357,FC1=CC=CC(F)=C1
23358,OC1=CN=CC(F)=C1
23359,FC1=CC(F)=CN=C1
23360,OC1=CC(F)=NC=C1
23361,OC1=NC=CC(F)=C1
23362,FC1=CC(F)=NC=C1
23363,OC1=NC=NC(F)=C1
23364,FC1=CC(F)=NC=N1
23365,OC1=NC(F)=CC=C1
23366,FC1=CC=CC(F)=N1
23367,OC1=NC(F)=CN=C1
23368,FC1=CN=CC(F)=N1
23369,OC1=NC(F)=NC=C1
23370,OC1=NC=CC(F)=N1
23371,FC1=NC(F)=NC=C1
23372,OC1=NC=NC(F)=N1
23373,FC1=NC=NC(F)=N1
23374,FC1=CC=CC(=N)O1
23375,FC1=CC=CC(=O)N1
23376,FC1=CC=CC(=O)O1
23377,FC1=CC=NC(=N)N1
23378,FC1=CC=NC(=N)O1
23379,FC1=CC=NC(=O)O1
23380,FC1=CN=CC(=N)N1
23381,FC1=CN=CC(=N)O1
23382,FC1=CN=CC(=O)N1
23383,FC1=CN=CC(=O)O1
23384,FC1=NC=CC(=N)N1
23385,FC1=NC=CC(=N)O1
23386,FC1=NC=CC(=O)N1
23387,FC1=NC=CC(=O)O1
23388,FC1=NC=NC(=N)N1
23389,FC1=NC=NC(=N)O1
23390,FC1=NC=NC(=O)O1
23391,CC1=CC=C(F)C=C1
23392,CC1=CN=C(F)C=C1
23393,CC1=CN=C(F)C=N1
23394,CC1=CN=C(F)N=C1
23395,CC1=NC=C(F)C=C1
23396,CC1=NC=C(F)C=N1
23397,CC1=NC=C(F)N=C1
23398,NC1=CC=C(F)C=C1
23399,NC1=CN=C(F)C=C1
23400,NC1=CN=C(F)C=N1
23401,NC1=CN=C(F)N=C1
23402,NC1=NC=C(F)C=C1
23403,NC1=NC=C(F)C=N1
23404,OC1=CC=C(F)C=C1
23405,FC1=CC=C(F)C=C1
23406,OC1=CN=C(F)C=C1
23407,OC1=NC=C(F)C=C1
23408,FC1=CN=C(F)C=C1
23409,OC1=NC=C(F)N=C1
23410,FC1=CN=C(F)C=N1
23411,OC1=CN=C(F)N=C1
23412,OC1=NC=C(F)C=N1
23413,FC1=CN=C(F)N=C1
23414,FC1=CNC(=N)C=N1
23415,FC1=CNC(=N)N=C1
23416,FC1=CNC(=O)C=C1
23417,FC1=CNC(=O)C=N1
23418,FC1=CNC(=O)N=C1
23419,FC1=COC(=N)C=C1
23420,FC1=COC(=N)C=N1
23421,FC1=COC(=N)N=C1
23422,FC1=COC(=O)C=C1
23423,FC1=COC(=O)C=N1
23424,FC1=COC(=O)N=C1
23425,CC1=CC=CC=C1F
23426,CC1=CC=CN=C1F
23427,CC1=CC=NC=C1F
23428,CC1=CN=CC=C1F
23429,CC1=CN=CN=C1F
23430,CC1=NC=CC=C1F
23431,CC1=NC=CN=C1F
23432,CC1=NC=NC=C1F
23433,NC1=CC=CC=C1F
23434,NC1=CC=CN=C1F
23435,NC1=CC=NC=C1F
23436,NC1=CN=CC=C1F
23437,NC1=CN=CN=C1F
23438,NC1=NC=CC=C1F
23439,NC1=NC=CN=C1F
23440,NC1=NC=NC=C1F
23441,OC1=CC=CC=C1F
23442,FC1=CC=CC=C1F
23443,OC1=CC=CN=C1F
23444,OC1=NC=CC=C1F
23445,FC1=CC=CN=C1F
23446,OC1=CC=NC=C1F
23447,OC1=CN=CC=C1F
23448,FC1=CC=NC=C1F
23449,OC1=NC=NC=C1F
23450,FC1=CN=CN=C1F
23451,OC1=NC=CN=C1F
23452,FC1=NC=CN=C1F
23453,FC1=CC=CNC1=N
23454,FC1=CC=CNC1=O
23455,FC1=CC=COC1=N
23456,FC1=CC=COC1=O
23457,FC1=CN=CNC1=N
23458,FC1=CN=CNC1=O
23459,FC1=CN=COC1=N
23460,FC1=CN=COC1=O
23461,FC1=NC=CNC1=N
23462,FC1=NC=CNC1=O
23463,FC1=NC=COC1=N
23464,FC1=NC=COC1=O
23465,FC1=CNC=CC1=N
23466,FC1=CNC=CC1=O
23467,FC1=CNC=NC1=N
23468,FC1=COC=CC1=N
23469,FC1=COC=CC1=O
23470,FC1=COC=NC1=N
23471,FC1=COC=NC1=O
23472,CC1=CN=C(F)N=N1
23473,CC1=NC=C(F)N=N1
23474,NC1=CC(F)=NN=C1
23475,NC1=CN=C(F)N=N1
23476,NC1=CN=NC(F)=C1
23477,NC1=CN=NC(F)=N1
23478,NC1=NC(F)=NN=C1
23479,NC1=NN=C(F)N=C1
23480,FC1=CC(=N)C=NN1
23481,FC1=CC(=N)C=NO1
23482,FC1=CC(=N)N=NN1
23483,FC1=CC(=N)N=NO1
23484,FC1=CC(=N)NN=C1
23485,FC1=CC(=N)NN=N1
23486,FC1=CC(=N)ON=C1
23487,FC1=CC(=N)ON=N1
23488,FC1=CC(=O)C=NO1
23489,FC1=CC(=O)N=NO1
23490,FC1=CC(=O)NN=C1
23491,FC1=CC(=O)NN=N1
23492,FC1=CC(=O)ON=C1
23493,FC1=CC(=O)ON=N1
23494,FC1=CC=NNC1=N
23495,FC1=CC=NNC1=O
23496,FC1=CC=NOC1=N
23497,FC1=CC=NOC1=O
23498,OC1=CN=NC=C1F
23499,FC1=CN=NC=C1F
23500,FC1=CN=NNC1=N
23501,FC1=CN=NNC1=O
23502,FC1=CN=NOC1=N
23503,FC1=CN=NOC1=O
23504,FC1=CNN=CC1=N
23505,FC1=CNN=NC1=N
23506,FC1=CON=CC1=N
23507,FC1=CON=CC1=O
23508,FC1=CON=NC1=N
23509,FC1=CON=NC1=O
23510,FC1=NC(=N)C=NN1
23511,FC1=NC(=N)C=NO1
23512,FC1=NC(=N)N=NO1
23513,FC1=NC(=N)NN=C1
23514,FC1=NC(=N)NN=N1
23515,FC1=NC(=N)ON=C1
23516,FC1=NC(=N)ON=N1
23517,FC1=NC(=O)C=NO1
23518,FC1=NC(=O)N=NO1
23519,FC1=NC(=O)NN=C1
23520,FC1=NC(=O)NN=N1
23521,FC1=NC(=O)ON=C1
23522,FC1=NC(=O)ON=N1
23523,FC1=NC=NNC1=N
23524,FC1=NC=NNC1=O
23525,FC1=NC=NOC1=N
23526,FC1=NC=NOC1=O
23527,OC1=NN=C(F)C=C1
23528,FC1=NN=C(F)C=C1
23529,FC1=NNC(=N)C=C1
23530,FC1=NNC(=N)C=N1
23531,FC1=NNC(=N)N=C1
23532,FC1=NNC(=O)C=C1
23533,FC1=NNC(=O)C=N1
23534,FC1=NNC(=O)N=C1
23535,FC1=NNC=CC1=N
23536,FC1=NOC(=N)C=C1
23537,FC1=NOC(=N)C=N1
23538,FC1=NOC(=N)N=C1
23539,FC1=NOC(=O)C=C1
23540,FC1=NOC(=O)C=N1
23541,FC1=NOC(=O)N=C1
23542,FC1=NOC=CC1=N
23543,FC1=NOC=CC1=O
23544,FC1=NOC=NC1=N
23545,FC1=NOC=NC1=O
23546,FC1=NON=CC1=N
23547,FC1=NON=CC1=O
23548,FC1=NON=NC1=N
23549,FC1=NON=NC1=O
23550,CC(=O)CC(F)(F)F
23551,NC(=O)CC(F)(F)F
23552,CC(C)CC(F)(F)F
23553,CC(O)CC(F)(F)F
23554,CN(C)CC(F)(F)F
23555,CC(C)(C)C(F)(F)F
23556,FC(F)(F)C(F)(F)F
23557,CC(C)(N)C(F)(F)F
23558,CC(C)(O)C(F)(F)F
23559,CC(C#C)C(F)(F)F
23560,CC(C#N)C(F)(F)F
23561,NC(C#C)C(F)(F)F
23562,NC(C#N)C(F)(F)F
23563,OC(C#C)C(F)(F)F
23564,OC(C#N)C(F)(F)F
23565,FC(F)(F)C(=O)C#C
23566,FC(F)(F)C(=O)C#N
23567,FC(F)(F)C(=O)C=O
23568,OC(C=O)C(F)(F)F
23569,CC(C=O)C(F)(F)F
23570,CN=C(N)C(F)(F)F
23571,OCC(=O)C(F)(F)F
23572,CCC(=O)C(F)(F)F
23573,CNC(=N)C(F)(F)F
23574,COC(=O)C(F)(F)F
23575,NC(CO)C(F)(F)F
23576,OCC(O)C(F)(F)F
23577,CC(CO)C(F)(F)F
23578,CCC(C)C(F)(F)F
23579,CCC(N)C(F)(F)F
23580,CCC(O)C(F)(F)F
23581,CNC(C)C(F)(F)F
23582,COC(C)C(F)(F)F
23583,CC#CCC(F)(F)F
23584,FC(F)(F)C#CC#C
23585,FC(F)(F)C#CC#N
23586,FC(F)(F)C#CC=O
23587,FC(F)(F)CCC#C
23588,FC(F)(F)CCC#N
23589,FC(F)(F)CCC=O
23590,FC(F)(F)CNC=O
23591,FC(F)(F)COC=N
23592,FC(F)(F)COC=O
23593,OCC#CC(F)(F)F
23594,CCC#CC(F)(F)F
23595,OCCCC(F)(F)F
23596,CCCCC(F)(F)F
23597,CCNCC(F)(F)F
23598,CCOCC(F)(F)F
23599,COCCC(F)(F)F
23600,CC1(CC1)C(F)(F)F
23601,CC1(CN1)C(F)(F)F
23602,CC1(CO1)C(F)(F)F
23603,NC1(CC1)C(F)(F)F
23604,OC1(CC1)C(F)(F)F
23605,OC1CC1C(F)(F)F
23606,CC1CC1C(F)(F)F
23607,CC1NC1C(F)(F)F
23608,CC1OC1C(F)(F)F
23609,CN1CC1C(F)(F)F
23610,FC(F)(F)CC1CC1
23611,FC(F)(F)CC1CN1
23612,FC(F)(F)CC1CO1
23613,FC(F)(F)CN1CC1
23614,FC(F)(F)C1CCC1
23615,FC(F)(F)C1CCN1
23616,FC(F)(F)C1CCO1
23617,FC(F)(F)C1COC1
23618,C#CC#CC1=CC=CN1
23619,C#CC#CC1=CC=CO1
23620,C#CC#CC1=CN=CN1
23621,C#CC#CC1=CN=CO1
23622,C#CC#CC1=NC=CN1
23623,C#CC#CC1=NC=CO1
23624,N#CC#CC1=CC=CN1
23625,N#CC#CC1=CC=CO1
23626,N#CC#CC1=CN=CN1
23627,N#CC#CC1=CN=CO1
23628,N#CC#CC1=NC=CN1
23629,N#CC#CC1=NC=CO1
23630,C#CC#CC1=CNC=C1
23631,C#CC#CC1=CNC=N1
23632,C#CC#CC1=COC=C1
23633,C#CC#CC1=COC=N1
23634,N#CC#CC1=CNC=C1
23635,N#CC#CC1=CNC=N1
23636,N#CC#CC1=COC=C1
23637,N#CC#CC1=COC=N1
23638,C#CC1=C(C=CN1)C#C
23639,C#CC1=C(C=CN1)C#N
23640,C#CC1=C(C=CO1)C#C
23641,C#CC1=C(C=CO1)C#N
23642,C#CC1=C(N=CN1)C#C
23643,C#CC1=C(N=CN1)C#N
23644,C#CC1=C(N=CO1)C#C
23645,C#CC1=C(N=CO1)C#N
23646,C#CC1=C(NC=C1)C#N
23647,C#CC1=C(NC=N1)C#N
23648,C#CC1=C(OC=C1)C#N
23649,C#CC1=C(OC=N1)C#N
23650,N#CC1=C(C=CN1)C#N
23651,N#CC1=C(C=CO1)C#N
23652,N#CC1=C(N=CN1)C#N
23653,N#CC1=C(N=CO1)C#N
23654,C#CC1=C2CCN2C=C1
23655,C#CC1=C2CCN2C=N1
23656,N#CC1=C2CCN2C=C1
23657,N#CC1=C2CCN2C=N1
23658,C#CC1=CC(=CN1)C#C
23659,C#CC1=CC(=CN1)C#N
23660,C#CC1=CC(=CO1)C#C
23661,C#CC1=CC(=CO1)C#N
23662,C#CC1=CNC(=C1)C#N
23663,C#CC1=CNC(=N1)C#N
23664,C#CC1=COC(=C1)C#N
23665,C#CC1=COC(=N1)C#N
23666,C#CC1=NC(=CN1)C#C
23667,C#CC1=NC(=CN1)C#N
23668,C#CC1=NC(=CO1)C#C
23669,C#CC1=NC(=CO1)C#N
23670,N#CC1=CC(=CN1)C#N
23671,N#CC1=CC(=CO1)C#N
23672,N#CC1=NC(=CO1)C#N
23673,C#CC1=CN2CCC2=C1
23674,C#CC1=CN2CCC2=N1
23675,N#CC1=CN2CCC2=C1
23676,N#CC1=CN2CCC2=N1
23677,C#CC1=CC=C(N1)C#C
23678,C#CC1=CC=C(N1)C#N
23679,C#CC1=CC=C(O1)C#C
23680,C#CC1=CC=C(O1)C#N
23681,C#CC1=CN=C(N1)C#C
23682,C#CC1=CN=C(N1)C#N
23683,C#CC1=CN=C(O1)C#C
23684,C#CC1=CN=C(O1)C#N
23685,C#CC1=NC=C(N1)C#N
23686,C#CC1=NC=C(O1)C#N
23687,N#CC1=CC=C(N1)C#N
23688,N#CC1=CC=C(O1)C#N
23689,N#CC1=CN=C(O1)C#N
23690,C#CC1=CC=C2CCN12
23691,C#CC1=CN=C2CCN12
23692,C#CC1=NC=C2CCN12
23693,N#CC1=CC=C2CCN12
23694,N#CC1=CN=C2CCN12
23695,N#CC1=NC=C2CCN12
23696,C#CC1=CNC=C1C#C
23697,C#CC1=CNC=C1C#N
23698,C#CC1=COC=C1C#C
23699,C#CC1=COC=C1C#N
23700,N#CC1=CNC=C1C#N
23701,N#CC1=COC=C1C#N
23702,C#CC1CC2=CC=CN12
23703,C#CC1CC2=CN=CN12
23704,C#CC1CC2=NC=CN12
23705,N#CC1CC2=CC=CN12
23706,N#CC1CC2=CN=CN12
23707,N#CC1CC2=NC=CN12
23708,C#CC1CN2C=CC=C12
23709,C#CC1CN2C=CN=C12
23710,C#CC1CN2C=NC=C12
23711,N#CC1CN2C=CC=C12
23712,N#CC1CN2C=CN=C12
23713,N#CC1CN2C=NC=C12
23714,C#CCC1=CC=CC=C1
23715,C#CCC1=CC=NC=C1
23716,C#CCC1=CN=CC=C1
23717,C#CCC1=CN=CC=N1
23718,C#CCC1=CN=CN=C1
23719,C#CCC1=NC=CC=C1
23720,C#CCC1=NC=CC=N1
23721,C#CCC1=NC=CN=C1
23722,C#CCC1=NC=NC=C1
23723,C#CCC1=NC=NC=N1
23724,N#CCC1=CC=CC=C1
23725,N#CCC1=CC=NC=C1
23726,N#CCC1=CN=CC=C1
23727,N#CCC1=CN=CC=N1
23728,N#CCC1=CN=CN=C1
23729,N#CCC1=NC=CC=C1
23730,N#CCC1=NC=CC=N1
23731,N#CCC1=NC=CN=C1
23732,N#CCC1=NC=NC=C1
23733,N#CCC1=NC=NC=N1
23734,C#CCN=C1NC=CO1
23735,C#CCN=C1OC=CO1
23736,N#CCN=C1NC=CN1
23737,N#CCN=C1NC=CO1
23738,N#CCN=C1OC=CO1
23739,C#CCCC1=CC=CN1
23740,C#CCCC1=CC=CO1
23741,C#CCCC1=CN=CN1
23742,C#CCCC1=CN=CO1
23743,C#CCCC1=NC=CN1
23744,C#CCCC1=NC=CO1
23745,C#CCNC1=CC=CN1
23746,C#CCNC1=CC=CO1
23747,C#CCNC1=CN=CO1
23748,C#CCNC1=NC=CO1
23749,C#CCOC1=CC=CN1
23750,C#CCOC1=CC=CO1
23751,C#CCOC1=CN=CN1
23752,C#CCOC1=CN=CO1
23753,C#CCOC1=NC=CN1
23754,C#CCOC1=NC=CO1
23755,N#CCCC1=CC=CN1
23756,N#CCCC1=CC=CO1
23757,N#CCCC1=CN=CN1
23758,N#CCCC1=CN=CO1
23759,N#CCCC1=NC=CN1
23760,N#CCCC1=NC=CO1
23761,N#CCNC1=CC=CN1
23762,N#CCNC1=CC=CO1
23763,N#CCNC1=CN=CN1
23764,N#CCNC1=CN=CO1
23765,N#CCNC1=NC=CN1
23766,N#CCNC1=NC=CO1
23767,N#CCOC1=CC=CN1
23768,N#CCOC1=CC=CO1
