idx,smiles
22232,CCCC)NCC4=NO
22233,CCCC)OCC4=NO
22234,CCCO)CCC4=NO
22235,COCC)CCC4=NO
22236,OCCO)CCC4=NO
22237,CCCC3))C=NO))C#C
22238,CCCN3))C=NO))C#C
22239,CCCC3))CCO))=NO
22240,CCC=NO))CC)CC3
22241,CCC=NO))CC)CN3
22242,CCC=NO))CC)CO3
22243,CCC=NO))CO)CC3
22244,CC=NO))CC#C))C#C
22245,CC=NO))CC=O))C#C
22246,CC=NO))CC=O))C=O
22247,CC=NO))CCO))C#C
22248,CC=NO))CCO))C#N
22249,CCCC#C))CC)=NO
22250,CCCC#N))CC)=NO
22251,CC=NO))CCO))C=O
22252,CCCC=O))CC)=NO
22253,CNCC=O))CC)=NO
22254,CC=NO))CCO))CO
22255,CCCCC))CC)=NO
22256,CCCCO))CC)=NO
22257,CCCOC))CC)=NO
22258,COCCO))CC)=NO
22259,CC=NO))CCC3))C#C
22260,CC=NO))CCC3))C#N
22261,CC=NO))CCN3))C#C
22262,CC=NO))CCC3))C=O
22263,CC=NO))CCN3))C=O
22264,CC=NO))CCO))CC3
22265,CC=NO))CCO))CN3
22266,CCCCC3))CC)=NO
22267,CCCCN3))CC)=NO
22268,CCCCO3))CC)=NO
22269,COCCC3))CC)=NO
22270,CCCC)C=NO))C4C
22271,CCCC)C=NO))C4O
22272,CCCO)C=NO))C4O
22273,CCCO)CC)C4=NO
22274,CCCO)CO)C4=NO
22275,CCNC)CC)C4=NO
22276,ON=CCO)CO)C4O
22277,ON=CCOC=N)C=C6
22278,ON=CCCC=O)C=C6
22279,ON=CCNC=O)C=C6
22280,ON=CCOC=O)C=C6
22281,ON=CCCC=N)OC6
22282,ON=CCOC=N)OC6
22283,ON=CCCC=O)CC6
22284,ON=CCCC=O)NC6
22285,ON=CCCC=O)OC6
22286,ON=CCNC=O)NC6
22287,ON=CCNC=O)OC6
22288,ON=CCOC=O)OC6
22289,CC=CCCCC6))=NO
22290,CC=NCCCO6))=NO
22291,NC=NCCCO6))=NO
22292,CCCCCC=C6))=NO
22293,CCOCCC=C6))=NO
22294,ON=CCCCO)C=C6
22295,CCCCCCC6))=NO
22296,CCCCCCO6))=NO
22297,CCOCCCO6))=NO
22298,ON=CCCCO)CC6
22299,CCCCC4O))C4=NO
22300,CCNCC4O))C4=NO
22301,CCOCC4O))C4=NO
22302,CCCCC4C)C4=NO
22303,CCCCC4O)C4=NO
22304,CCCNC4C)C4=NO
22305,CCCOC4C)C4=NO
22306,CNCCC4C)C4=NO
22307,ON=CCCC4O)C4O
22308,CCCC3C=NO))C5O
22309,CCNC3C=NO))C5O
22310,CCOC3C=NO))C5O
22311,CCC=NO))CCC53C
22312,CCC=NO))CCC53O
22313,CCC=NO))CNC53C
22314,CCC=NO))COC53C
22315,ON=CCCC3O)C5O
22316,CCCC3CO)C5=NO
22317,CCNC3CO)C5=NO
22318,CCOC3CO)C5=NO
22319,CCCCC3C)C5=NO
22320,CCCCC3O)C5=NO
22321,CCCNC3C)C5=NO
22322,CCCOC3C)C5=NO
22323,CCNCC3C)C5=NO
22324,ON=CCO)CCC53O
22325,CCCCC=C5))C4=NO
22326,CCNCC=C5))C4=NO
22327,CCOCC=C5))C4=NO
22328,ON=CCCC4O)C=C5
22329,CCCCCC5))C4=NO
22330,CCCCCO5))C4=NO
22331,CCCCOC5))C4=NO
22332,CCCCCN5)C5=NO
22333,CCCCCO5)C5=NO
22334,ON=CCCC4O)CC5
22335,ON=CCCC4O)CO5
22336,CCCC3CC=C6))=NO
22337,CCNC3CC=C6))=NO
22338,CCOC3CC=C6))=NO
22339,ON=CC=CCO)CC63
22340,CCCC3CCC6))=NO
22341,CCCC3CCO6))=NO
22342,CCCCC=NO))C5N6
22343,CCCCC=NO))C5O6
22344,ON=CCCCO)CC63
22345,ON=CCCC=C5))C#C
22346,ON=CCCC=C5))C#N
22347,ON=CCC=CC5)C#C
22348,ON=CCC=CC5)C#N
22349,ON=CCCC=C5)C#C
22350,ON=CCCC=C5)C#N
22351,ON=CCNC=C5)C#C
22352,ON=CCNC=C5)C#N
22353,ON=CCCCC5)C#C
22354,ON=CCCCC5)C#N
22355,ON=CCNCC5)C#N
22356,ON=CCOCC5)C#C
22357,ON=CCOCC5)C#N
22358,ON=CCCCC=O))=C5
22359,ON=CCNCC=O))=C5
22360,ON=CCC=CC5)C=O
22361,ON=CCCC=O))C=C5
22362,ON=CCNC=O))C=C5
22363,ON=CCNCC5)C=O
22364,ON=CCOCC5)C=O
22365,ON=CCCCC5)C=O
22366,ON=CCCNC5)C=O
22367,CN=CCCCO5))=NO
22368,CCC=CCCC5))=NO
22369,CCC=CCCN5))=NO
22370,CNC=CCCC5))=NO
22371,OCC=CCCC5))=NO
22372,OCC=CCCN5))=NO
22373,CCC=CCCC5)=NO
22374,OCC=CCCC5)=NO
22375,CCCCCC=C5))=NO
22376,CCNCCC=C5))=NO
22377,COCCCC=C5))=NO
22378,OCCCCC=C5))=NO
22379,CCCCCCO5))=NO
22380,CCCCCCC5)=NO
22381,COCCCCO5))=NO
22382,COCCCCC5)=NO
22383,OCCCCCO5))=NO
22384,OCCCCCC5)=NO
22385,ON=CCCCC3))))C#C
22386,ON=CCCCO3))))C#C
22387,ON=CCNCC3))))C#C
22388,CCCCCCC3))))=NO
22389,CCCCCCO3))))=NO
22390,CCCCNCC3))))=NO
22391,OCCCCCC3))))=NO
22392,OCCCCCO3))))=NO
22393,CC=NO))C#CCCC3
22394,CC=NO))C#CCCN3
22395,CC=NO))C#CCCO3
22396,CCCCCCC3)))))=NO
22397,CCCCCCO3)))))=NO
22398,CCCCNCC3)))))=NO
22399,CCCOCCC3)))))=NO
22400,ON=CCCC4C4)C#C
22401,ON=CCCC4C4)C#N
22402,ON=CCCC4N4)C#C
22403,ON=CCCC4N4)C#N
22404,ON=CCCC4O4)C#C
22405,ON=CCCC4O4)C#N
22406,ON=CCCC4C4)C=O
22407,ON=CCCC4N4)C=O
22408,ON=CCCC4O4)C=O
22409,CCCCCC4)C4=NO
22410,CCCCCN4)C4=NO
22411,CCCCCO4)C4=NO
22412,COCCCC4)C4=NO
22413,OCCCCC4)C4=NO
22414,OCCCCN4)C4=NO
22415,OCCCCO4)C4=NO
22416,ON=CCCCC53))C#C
22417,ON=CCCCC53))C#N
22418,ON=CCCNC53))C#C
22419,ON=CCCNC53))C#N
22420,ON=CCCOC53))C#C
22421,ON=CCCOC53))C#N
22422,ON=CCCNC53))C=O
22423,ON=CCCOC53))C=O
22424,ON=CCCCC53))C=O
22425,CCCCC=NO))C4N5
22426,CCCCC=NO))C4O5
22427,CCCCC3CC5)=NO
22428,COCCC3CC5)=NO
22429,OCCCC=NO))C4N5
22430,OCCCC=NO))C4O5
22431,OCCCC3CC5)=NO
22432,CCCCC4CC3))))=NO
22433,CCCCC4CN3))))=NO
22434,CCCCC4CO3))))=NO
22435,ON=CCCCC3))C4O
22436,ON=CCCCN3))C4O
22437,ON=CCCCO3))C4O
22438,CCCCCC3))C4=NO
22439,CCCCCN3))C4=NO
22440,CCCCCO3))C4=NO
22441,CCNCCC3))C4=NO
22442,CCOCCC3))C4=NO
22443,ON=CCO)CC4CC3
22444,ON=CCO)CC4CN3
22445,ON=CCO)CC4CO3
22446,ON=CCCCC3))C=C5
22447,ON=CCCCN3))C=C5
22448,ON=CCCCO3))C=C5
22449,ON=CCCCCC3))C5
22450,ON=CCCCCO3))C5
22451,ON=CCOCCC3))C5
22452,CCC)CCC3C5=NO
22453,CCC)CNC3C5=NO
22454,CCC)COC3C5=NO
22455,CCC)NCC3C5=NO
22456,CCO)CCC3C5=NO
22457,CCO)CNC3C5=NO
22458,CCO)COC3C5=NO
22459,CCCCC4=NO))))C#C
22460,CCCCC4=NO))))C#N
22461,ON=CCCC#C))C4O
22462,ON=CCCC#N))C4O
22463,CCCCC4=NO))))C=O
22464,CCNCC4=NO))))C=O
22465,ON=CCCC=O))C4O
22466,CCCCC#C))C4=NO
22467,CCCCC#N))C4=NO
22468,CCNCC#C))C4=NO
22469,CCNCC#N))C4=NO
22470,CCOCC#C))C4=NO
22471,CCOCC#N))C4=NO
22472,ON=CCO)CC4C#C
22473,ON=CCO)CC4C#N
22474,CCCCC=O))C4=NO
22475,CCNCC=O))C4=NO
22476,CCOCC=O))C4=NO
22477,ON=CCO)CC4C=O
22478,CCCCO))CC4=NO
22479,CCCCC=NO))C4C
22480,CCCCC=NO))C4O
22481,CCNCC=NO))C4C
22482,COCCC=NO))C4C
22483,COCCC=NO))C4O
22484,OCCCC=NO))C4O
22485,CCCCCO))C4=NO
22486,CCNCCO))C4=NO
22487,CCOCCO))C4=NO
22488,CCCCCC)C4=NO
22489,CCCCCO)C4=NO
22490,CCCNCC)C4=NO
22491,CCCOCC)C4=NO
22492,COCCCC)C4=NO
22493,COCCCO)C4=NO
22494,OCCCCO)C4=NO
22495,ON=CCN=CNC6=N
22496,ON=CCC=CCC6=O
22497,ON=CCC=CNC6=O
22498,ON=CCN=CNC6=O
22499,ON=CC=CCOC6=N
22500,ON=CC=CCCC6=O
22501,ON=CCCC=CC6=O
22502,ON=CCNC=CC6=O
22503,ON=CC=CCNC6=O
22504,ON=CC=CCOC6=O
22505,ON=CCCCOC6=N
22506,ON=CCOCOC6=N
22507,ON=CCCCCC6=O
22508,ON=CCCCNC6=O
22509,ON=CCCCOC6=O
22510,ON=CCNCCC6=O
22511,ON=CCCNCC6=O
22512,ON=CCOCCC6=O
22513,ON=CCCOCC6=O
22514,ON=CCOCOC6=O
22515,CC=CCCCC6=NO
22516,CC=CCOCC6=NO
22517,CC=CNCCC6=NO
22518,NC=NCCCC6=NO
22519,CCC=CCCC6=NO
22520,CCN=COCC6=NO
22521,ON=CCCC=CC6O
22522,CCCC=CCC6=NO
22523,CCOC=NCC6=NO
22524,ON=CCC=CCC6O
22525,CCCCC=CC6=NO
22526,CCCNC=CC6=NO
22527,CCOCC=CC6=NO
22528,ON=CC=CCCC6O
22529,ON=CC=CNCC6O
22530,CCCCCCC6=NO
22531,CCCCOCC6=NO
22532,CCCOCCC6=NO
22533,CCOCCCC6=NO
22534,CCOCOCC6=NO
22535,ON=CCCCCC6O
22536,ON=CCOCCC6O
22537,ON=CCCOCC6O
22538,ON=CC=CCCC=C7
22539,ON=CC=CCNC=C7
22540,ON=CCC=CC=CC7
22541,ON=CCC=CCC=C7
22542,ON=CCCC=CC=C7
22543,ON=CCCC=CCC7
22544,ON=CCCN=COC7
22545,ON=CCCCC=CC7
22546,ON=CCCOC=NC7
22547,ON=CCOCC=CC7
22548,ON=CCCCCC=C7
22549,ON=CCCCNC=C7
22550,ON=CCCOCC=C7
22551,ON=CCOCCC=C7
22552,ON=CCCCCCC7
22553,ON=CCCCCOC7
22554,ON=CCCCOCC7
22555,ON=CCCOCOC7
22556,ON=CCOCCOC7
22557,CC=CC)CCC5))=NO
22558,CC=CC)CCN5))=NO
22559,CC=CN)CCC5=NO
22560,CC=CCC=O)C5=NO
22561,CC=CCC=NO))C5=O
22562,CC=CNC=N)C5=NO
22563,CC=CNC=O)C5=NO
22564,NC=NCC=O)C5=NO
22565,NC=NCC=NO))C5=O
22566,CCC=O)C=CC5=NO
22567,ON=CC=CC=O)C5O
22568,CC=CCC=NO))C5O
22569,CCCC)=CCC5=NO
22570,NC=NCC=NO))C5O
22571,CCC=N)OCC5=NO
22572,CCC=O)CCC5=NO
22573,CCC=O)NCC5=NO
22574,CCC=O)OCC5=NO
22575,ON=CCOC=N)C5O
22576,ON=CCCC=O)C5O
22577,ON=CCNC=O)C5O
22578,ON=CCOC=O)C5O
22579,CCC=CC=O)C5=NO
22580,CCC=CC=NO))C5=O
22581,CNC=CC=NO))C5=N
22582,CNC=CC=NO))C5=O
22583,ON=CCO)C=CC5=O
22584,ON=CC=CCO)C5=O
22585,CCCO)C=CC5=NO
22586,CCC=CC=NO))C5C
22587,CCC=CC=NO))C5O
22588,CCNC)C=CC5=NO
22589,ON=CC=CCO)C5O
22590,CCC=CCC)C5=NO
22591,CCC=CCO)C5=NO
22592,ON=CCO)C=CC5O
22593,CC=CCCO)C5=NO
22594,CCCC=CC)C5=NO
22595,CCCN=CN)C5=NO
22596,CCNC=CC)C5=NO
22597,NC=NCCO)C5=NO
22598,CCCCC=O)C5=NO
22599,CCCCC=NO))C5=O
22600,CCCNC=O)C5=NO
22601,CCCOC=N)C5=NO
22602,CCCOC=O)C5=NO
22603,CCNCC=O)C5=NO
22604,CCNCC=NO))C5=O
22605,CCOCC=O)C5=NO
22606,CCOCC=NO))C5=O
22607,CNCCC=NO))C5=O
22608,ON=CCO)CCC5=O
22609,ON=CCCCO)C5=O
22610,ON=CCO)CNC5=N
22611,ON=CCO)CNC5=O
22612,ON=CCO)COC5=N
22613,ON=CCO)COC5=O
22614,CCCO)CCC5=NO
22615,CCCCC=NO))C5C
22616,CCCCC=NO))C5O
22617,CCOCC=NO))C5C
22618,CCOCC=NO))C5O
22619,ON=CCCCO)C5O
22620,CCCCCC)C5=NO
22621,CCCCCO)C5=NO
22622,CCCOCC)C5=NO
22623,CCOCCO)C5=NO
22624,ON=CCO)CCC5O
22625,CCCCC4CC6=NO
22626,CCCCN4CC6=NO
22627,CCCOC4CC6=NO
22628,CCOCC4CC6=NO
22629,ON=CCCCCC64O
22630,ON=CCCOCC64O
22631,CCCO)C3CC5=NO
22632,CCCCC=NO))C54C
22633,CCCCC=NO))C54O
22634,CCNCC=NO))C54C
22635,CNCCC=NO))C54C
22636,ON=CCCCO)C53O
22637,CCCC3C=CC6=NO
22638,CCCN3C=CC6=NO
22639,CCNC3C=CC6=NO
22640,CCOC3C=CC6=NO
22641,ON=CC=CCCC63O
22642,CCCC3CCC6=NO
22643,CCCC3OCC6=NO
22644,CCNC3CCC6=NO
22645,CCOC3CCC6=NO
22646,ON=CCCCCC63O
22647,ON=CCOCCC63O
22648,ON=CCCC4CC#C
22649,ON=CCCC4CC#N
22650,ON=CCNC4CC#C
22651,ON=CCNC4CC#N
22652,ON=CCOC4CC#C
22653,ON=CCOC4CC#N
22654,ON=CCCC4OC=N
22655,ON=CCCC4CC=O
22656,ON=CCNC4CC=O
22657,ON=CCOC4CC=O
22658,ON=CCCC4NC=O
22659,ON=CCCC4OC=O
22660,CC#CCCCC4=NO
22661,CC#CCNCC4=NO
22662,CC#CCOCC4=NO
22663,CCCCCCC4=NO
22664,CCCCNCC4=NO
22665,CCCCOCC4=NO
22666,CCOCCCC4=NO
22667,COCCCCC4=NO
22668,COCCNCC4=NO
22669,COCCOCC4=NO
22670,OCCCCCC4=NO
22671,OCCCNCC4=NO
22672,OCCCOCC4=NO
22673,ON=CC#C))CCCC4
22674,ON=CC#C))CCCO4
22675,ON=CC#C))CCOC4
22676,CCC=NO))CCCC4
22677,CCC=NO))CCCO4
22678,CCC=NO))CCOC4
22679,OCC=NO))CCCC4
22680,CC=O)CCCC4=NO
22681,CC=NO))CCCC4=O
22682,CC=NO))CCNC4=O
22683,CC=NO))CCOC4=N
22684,CC=NO))CCOC4=O
22685,CC=O)CNCC4=NO
22686,CC=NO))CNCC4=O
22687,CC=O)COCC4=NO
22688,NC=O)CCCC4=NO
22689,NC=O)CNCC4=NO
22690,NC=O)COCC4=NO
22691,CCC)CCCC4=NO
22692,CCC)CNCC4=NO
22693,CCC)COCC4=NO
22694,CCO)CCCC4=NO
22695,CCO)CNCC4=NO
22696,CCO)COCC4=NO
22697,CC=NO))CCCC4O
22698,CC=NO))CNCC4O
22699,CC=NO))COCC4O
22700,CCCCC4CC)=NO
22701,CCCOC4CC)=NO
22702,CCOCC4CC)=NO
22703,CCCC3C=NO))C#C
22704,CCNC3C=NO))C#C
22705,CNCC3C=NO))C#C
22706,ON=CC#C))CCC3O
22707,CCCC3CCO))=NO
22708,CCC=NO))CCC3C
22709,CCC=NO))CCC3O
22710,CCC=NO))CCN3C
22711,CCC=NO))CNC3C
22712,CCC=NO))COC3C
22713,CC=NO))CCC3C#C
22714,CC=NO))CCC3C#N
22715,CC=NO))CNC3C#C
22716,CC=NO))CNC3C#N
22717,CC=NO))CCC3C=O
22718,CC=NO))CCN3C=O
22719,CC=NO))CNC3C=O
22720,CC=NO))CCC3CO
22721,CC=NO))CNC3CO
22722,CC=NO))COC3CO
22723,CCCCC3CC)=NO
22724,CCCNC3CC)=NO
22725,CCCOC3CC)=NO
22726,CCNCC3CC)=NO
22727,COCCC3CC)=NO
22728,CC=NO))C=CCCC5
22729,CC=NO))C=CCOC5
22730,CC=NO))C=NCCN5
22731,CC=NO))C=NCCO5
22732,CC=NO))CCC=CC5
22733,CC=NO))CCN=CO5
22734,CC=NO))CCCC=C5
22735,CC=NO))CCOC=N5
22736,CC=NO))COCC=C5
22737,CC=NO))CCCCC5
22738,CC=NO))CCCCO5
22739,CC=NO))CCCOC5
22740,CC=NO))CCOCO5
22741,CC=NO))CCO)C3O
22742,CCCC)C3CC)=NO
22743,CCCN3C))CC)=NO
22744,CCCO)C3CC)=NO
22745,ON=CCCC4CCC4
22746,ON=CCCC4CCO4
22747,ON=CCCC4COC4
22748,ON=CCNC4CCC4
22749,ON=CCNC4COC4
22750,ON=CCOC4CCC4
22751,ON=CCOC4COC4
22752,CCCC3CCC4=NO
22753,CCCC3NCC4=NO
22754,CCCC3OCC4=NO
22755,CCNC3CCC4=NO
22756,CCOC3CCC4=NO
22757,ON=CCCC4CC3O
22758,ON=CCNC4CC3O
22759,ON=CCOC4CC3O
22760,CC=NO))CCC3CC5
22761,CC=NO))CCC3CO5
22762,CC=NO))CCC3OC5
22763,CC=NO))CCCC4N5
22764,CC=NO))CCCC4O5
22765,CCCCC4C5C4=NO
22766,CCCCN4C5C4=NO
22767,CCOCC4C5C4=NO
22768,ON=CCCC4CC54O
22769,CCCCC4CC4=NO
22770,CCCCN4CC4=NO
22771,CCOCC4CC4=NO
22772,ON=CCCCO)CC64
22773,CCCCCCC65))=NO
22774,ON=CCCCO)C3C6
22775,ON=CCCCCC4=C7
22776,ON=CCCCNC4=C7
22777,ON=CCCOCC4=C7
22778,ON=CCNCCC4=C7
22779,ON=CCCCCC4C7
22780,ON=CCCCOC4C7
22781,CCCCC4C=NO))C65
22782,CCCN3CC5C5=NO
22783,CCCOC4C=NO))C65
22784,ON=CCCCC5C54O
22785,ON=CCCNC5C54O
22786,ON=CCCOC5C54O
22787,ON=CC=CCC5C#C
22788,ON=CC=CCC5C#N
22789,ON=CC=CNC5C#C
22790,ON=CC=CNC5C#N
22791,ON=CCC=CC5C#C
22792,ON=CCC=CC5C#N
22793,ON=CCCC=C5C#C
22794,ON=CCCC=C5C#N
22795,ON=CCNC=C5C#C
22796,ON=CCNC=C5C#N
22797,ON=CCCCC5C#C
22798,ON=CCCCC5C#N
22799,ON=CCCNC5C#N
22800,ON=CCCOC5C#C
22801,ON=CCCOC5C#N
22802,ON=CCNCC5C#N
22803,ON=CCOCC5C#C
22804,ON=CCOCC5C#N
22805,ON=CCCC=C5C=O
22806,ON=CCNC=C5C=O
22807,ON=CCC=CC5C=O
22808,ON=CC=CCC5C=O
22809,ON=CC=CNC5C=O
22810,ON=CCCCC5C=O
22811,ON=CCOCC5C=O
22812,ON=CCCNC5C=O
22813,ON=CCCOC5C=O
22814,CN=CNC=CC5=NO
22815,CN=COCCC5=NO
22816,CCC=CCCC5=NO
22817,CCC=CNCC5=NO
22818,OCC=CCCC5=NO
22819,OCC=CNCC5=NO
22820,CCCC=CCC5=NO
22821,COCC=CCC5=NO
22822,OCCC=CCC5=NO
22823,CCCCC=CC5=NO
22824,CCCNC=CC5=NO
22825,COCCC=CC5=NO
22826,OCCCC=CC5=NO
22827,OCCNC=CC5=NO
22828,CCCCCCC5=NO
22829,CCCCOCC5=NO
22830,CCCOCCC5=NO
22831,COCCCCC5=NO
22832,COCCOCC5=NO
22833,COCOCCC5=NO
22834,OCCCCCC5=NO
22835,OCCCOCC5=NO
22836,OCCOCCC5=NO
22837,ON=CCC#C)))CCC3
22838,ON=CCC#N)))CCC3
22839,ON=CCC=O)))CCC3
22840,ON=CCC=O)))CCN3
22841,CC#CC=NO))CCC3
22842,CC#CC=NO))CCN3
22843,CCCC=NO))CCC3
22844,CCCC=NO))CCN3
22845,CCCC=NO))CCO3
22846,COCC=NO))CCC3
22847,OCCC=NO))CCC3
22848,OCCC=NO))CCN3
22849,CCCC=NO))C4C#C
22850,CCCC=NO))C4C#N
22851,CNCC=NO))C4C#C
22852,CNCC=NO))C4C#N
22853,ON=CCCO)C4C#C
22854,ON=CCCO)C4C#N
22855,CCCC=NO))C4C=O
22856,CNCC=NO))C4C=O
22857,ON=CCCO)C4C=O
22858,CCCC=NO))C4CO
22859,CCCCC)CC4=NO
22860,CCCCO)CC4=NO
22861,CCCNC)CC4=NO
22862,CNCC=NO))C4CO
22863,COCCC)CC4=NO
22864,COCCO)CC4=NO
22865,OCCCO)CC4=NO
22866,ON=CC=CCC5CC3
22867,ON=CC=CCC5CN3
22868,ON=CC=CCC5CO3
22869,ON=CC=CNC5CC3
22870,ON=CCC=CC5CC3
22871,ON=CCC=CC5CN3
22872,ON=CCC=CC5CO3
22873,ON=CCCCC5CC3
22874,ON=CCCCC5CN3
22875,ON=CCCCC5CO3
22876,ON=CCCOC5CC3
22877,ON=CCOCC5CC3
22878,ON=CCOCC5CN3
22879,ON=CCOCC5CO3
22880,ON=CCCCC53C#C
22881,ON=CCCCC53C#N
22882,ON=CCCNC53C#C
22883,ON=CCCNC53C#N
22884,ON=CCCOC53C#C
22885,ON=CCCOC53C#N
22886,ON=CCNCC53C#C
22887,ON=CCNCC53C#N
22888,ON=CCCCC53C=O
22889,ON=CCNCC53C=O
22890,ON=CCCNC53C=O
22891,ON=CCCOC53C=O
22892,CCCCC3CC5=NO
22893,CCCCN3CC5=NO
22894,CCCNC3CC5=NO
22895,CCCOC3CC5=NO
22896,COCCC3CC5=NO
22897,OCCCC3CC5=NO
22898,OCCCN3CC5=NO
22899,OCCNC3CC5=NO
22900,OCCOC3CC5=NO
22901,CCCC=NO))C4CC3
22902,CCCC=NO))C4CN3
22903,CCCC=NO))C4CO3
22904,CNCC=NO))C4CC3
22905,ON=CCCO)C4CC3
22906,ON=CCCO)C4CN3
22907,ON=CCCO)C4CO3
22908,ON=CCCCC4)C5=O
22909,ON=CCCCN4)C5=O
22910,ON=CCCCO4)C5=O
22911,CCCCCC4)C5=NO
22912,CCCCCO4)C5=NO
22913,CCNCCC4)C5=NO
22914,ON=CCCCC4)C5O
22915,ON=CCCCO4)C5O
22916,ON=CC=CCCC6C4
22917,ON=CC=CCCC6O4
22918,ON=CCCCCC6C4
22919,ON=CCCCCC6O4
22920,ON=CCOCCC6C4
22921,CCCCCN54))C4=NO
22922,CCCCCC54)C5=NO
22923,CCCCCN54)C5=NO
22924,CCCOCC54)C5=NO
22925,ON=CCCCC4C63O
22926,ON=CCNCC4C63O
22927,ON=CCOCC4C63O
22928,CCCCCC4C6=NO
22929,CCCCOC4C6=NO
22930,CCCOCC4C6=NO
22931,CCNCCC4C6=NO
22932,ON=CCO)CCCC64
22933,ON=CCO)CCOC64
22934,ON=CCO)COCC64
22935,CCCCO)C3C5=NO
22936,CCCC3C=NO))C4C
22937,CCCC3C=NO))C4O
22938,CCCN3CC)C4=NO
22939,CNCC3C=NO))C4O
22940,ON=CCCO)C3C5O
22941,ON=CCCCN3C6=N
22942,ON=CCCC3OC6=N
22943,ON=CCCC3CC6=O
22944,ON=CCCCC3C6=O
22945,ON=CCCCN3C6=O
22946,ON=CCNC3CC6=O
22947,ON=CCCNC3C6=O
22948,ON=CCOC3CC6=O
22949,ON=CCCOC3C6=O
22950,ON=CCCN3CC6=O
22951,ON=CCNCC3C6=O
22952,ON=CCCC3NC6=O
22953,ON=CCCC3OC6=O
22954,CC=CCCC3C6=NO
22955,CC=CCNC3C6=NO
22956,CC=CCOC3C6=NO
22957,CC=CNCC3C6=NO
22958,NC=NCCC3C6=NO
22959,CCCCC3CC6=NO
22960,CCCNC3CC6=NO
22961,CCCOC3CC6=NO
22962,ON=CCCCC3C6O
22963,ON=CCNCC3C6O
22964,ON=CCCNC3C6O
22965,ON=CCCOC3C6O
22966,CCCCCC3C6=NO
22967,CCCCNC3C6=NO
22968,CCCCOC3C6=NO
22969,CCOCCC3C6=NO
22970,ON=CCCC3CC6O
22971,ON=CCNC3CC6O
22972,ON=CCOC3CC6O
22973,ON=CCCN3CC6O
22974,CC=CCCC5C4=NO
22975,CC=CCNC5C4=NO
22976,CC=CCOC5C4=NO
22977,CCCCC=NO))C5O5
22978,CCCCC4CC5)=NO
22979,CCCCN4CC5=NO
22980,CNCCC4CC5)=NO
22981,ON=CCCNC5C4O
22982,ON=CCCOC5C4O
22983,ON=CCCCC5C4O
22984,CCCCCC5C4=NO
22985,CCCCNC5C4=NO
22986,CCCCOC5C4=NO
22987,CCOCCC5C4=NO
22988,ON=CCCC4CO)C5
22989,ON=CCCCO)C5N5
22990,ON=CCCCO)C5O5
22991,ON=CCC=O)CCC63
22992,ON=CCC=O)CNC63
22993,ON=CCC=O)COC63
22994,ON=CCC=O)NCC63
22995,CC=CC=NO))CCC63
22996,CC=CC=NO))CCN63
22997,CC=CC=NO))CNC63
22998,CC=CC=NO))COC63
22999,NC=CC=NO))CCC63
23000,NC=CC=NO))CNC63
23001,NC=CC=NO))COC63
23002,CCCC=NO))CCC63
23003,CCCC=NO))CNC63
23004,CCCC=NO))COC63
23005,ON=CCCO)CCC63
23006,ON=CCCO)CNC63
23007,ON=CCCO)COC63
23008,ON=CCCCC3C=C7
23009,ON=CCCNC3C=C7
23010,ON=CCCOC3C=C7
23011,ON=CCNCC3C=C7
23012,ON=CCCCCC3C7
23013,ON=CCCCOC3C7
23014,ON=CCOCCC3C7
23015,ON=CCCCC5C=C5
23016,ON=CCCOC5C=C5
23017,ON=CCCCC5CO5
23018,ON=CCCCCC6C5
23019,ON=CCCCCC6O5
23020,ON=CCCCOC6C5
23021,ON=CCCCOC6O5
23022,ON=CCCOCC6O5
23023,ON=CCCC4C4C#C
23024,ON=CCCC4C4C#N
23025,ON=CCNC4C4C#C
23026,ON=CCNC4C4C#N
23027,ON=CCOC4C4C#C
23028,ON=CCOC4C4C#N
23029,ON=CCCC4C4C=O
23030,ON=CCNC4C4C=O
23031,ON=CCOC4C4C=O
23032,ON=CCCC4N4C=O
23033,CCCCCC4C4=NO
23034,CCCCNC4C4=NO
23035,CCCCOC4C4=NO
23036,CCNCCC4C4=NO
23037,COCCCC4C4=NO
23038,COCCNC4C4=NO
23039,COCCOC4C4=NO
23040,OCCCCC4C4=NO
23041,OCCCNC4C4=NO
23042,OCCCOC4C4=NO
23043,ON=CCCC4)CCC3
23044,ON=CCCC4)CCO3
23045,ON=CCCC4)NCC3
23046,ON=CCNC4)CCC3
23047,CC=NO))CCCCC53
23048,CC=NO))CCCNC53
23049,CC=NO))CCCOC53
23050,CC=NO))COCCC53
23051,CCCCCC53)C5=NO
23052,CCCCCN53)C5=NO
23053,CCCNCC53)C5=NO
23054,CCOCCC53)C5=NO
23055,ON=CCCCC5O)C54
23056,ON=CCCN3CC64O
23057,CC=NO))C=O)NCC3
23058,NC=O)C=NO))CCC3
23059,CCC)C=NO))CCC3
23060,CCC)C=NO))CCN3
23061,CCC)C=NO))CCO3
23062,CCO)C=NO))CCC3
23063,CC=NO))CO)CCC3
23064,CC=NO))CO)CCO3
23065,CCCCC3)))CC)=NO
23066,CCCCO3)))CC)=NO
23067,CCNCC3)))CC)=NO
23068,CCCCC4C4C4=NO
23069,CCCCN4C4C4=NO
23070,CNCCC4C4C4=NO
23071,ON=CCCCO)C4C64
23072,CC=NO))CCCC4C4
23073,CC=NO))CCCC4O4
23074,CC=NO))CCCN4C4
